"Code(Blue,Red,Black,Blue)", 5
"Code(Yellow,White,Green,Green)", 4
"Code(Red,Blue,Green,Red)", 4
"Code(Black,Yellow,Black,White)", 4
"Code(White,Green,Black,Blue)", 4
"Code(Green,White,Green,Red)", 4
"Code(Black,Green,Green,Yellow)", 5
"Code(Black,White,Blue,Red)", 4
"Code(Green,Green,Black,White)", 4
"Code(Green,Blue,White,Yellow)", 5
"Code(White,Yellow,Blue,Blue)", 5
"Code(Black,Blue,Red,Yellow)", 5
"Code(Red,Red,Yellow,White)", 4
"Code(Green,Blue,Green,White)", 4
"Code(Green,Yellow,Black,Red)", 5
"Code(Red,Blue,Red,White)", 4
"Code(Yellow,Blue,Red,Yellow)", 4
"Code(Green,Yellow,Red,Yellow)", 5
"Code(Green,Red,Red,Yellow)", 4
"Code(White,Red,Red,Black)", 4
"Code(Green,Red,Green,Yellow)", 5
"Code(Green,Blue,Green,Blue)", 5
"Code(Green,Red,Red,White)", 4
"Code(Yellow,White,Black,Black)", 4
"Code(Yellow,Yellow,Blue,Yellow)", 4
"Code(White,Green,Green,Red)", 5
"Code(Green,White,Yellow,Blue)", 4
"Code(Green,White,Red,Black)", 4
"Code(Black,Green,Yellow,Black)", 5
"Code(Red,Green,Red,Green)", 5
"Code(White,Yellow,Yellow,Green)", 5
"Code(Red,Blue,Blue,White)", 5
"Code(Yellow,Black,Blue,Blue)", 5
"Code(White,Black,White,White)", 4
"Code(Blue,Red,Blue,White)", 6
"Code(White,White,Black,Green)", 4
"Code(Green,Red,Blue,Black)", 5
"Code(Red,White,Black,Blue)", 4
"Code(White,White,Black,Blue)", 4
"Code(Green,Red,White,Black)", 5
"Code(Yellow,Red,Black,Blue)", 6
"Code(White,Yellow,Blue,White)", 4
"Code(Green,Red,Black,White)", 5
"Code(Green,Green,Yellow,Red)", 5
"Code(Yellow,Yellow,Green,White)", 5
"Code(Yellow,Black,Blue,Red)", 4
"Code(Yellow,Green,Black,Red)", 5
"Code(Red,White,Yellow,Black)", 3
"Code(Green,White,Yellow,Yellow)", 4
"Code(Red,Yellow,Green,Yellow)", 5
"Code(Black,Black,Blue,Black)", 4
"Code(Yellow,Red,Green,Red)", 5
"Code(Black,Black,Black,Black)", 5
"Code(White,Blue,Green,Yellow)", 4
"Code(White,Black,Yellow,Green)", 4
"Code(Yellow,Yellow,White,Blue)", 5
"Code(Yellow,Black,Black,White)", 3
"Code(White,Yellow,Green,White)", 4
"Code(Green,Black,Blue,White)", 4
"Code(Red,Yellow,Black,Black)", 5
"Code(Yellow,Black,Yellow,Black)", 5
"Code(Blue,Green,Black,Black)", 5
"Code(White,White,Yellow,Red)", 5
"Code(Red,Green,White,Yellow)", 5
"Code(Red,Red,Blue,Black)", 4
"Code(White,Green,White,Blue)", 5
"Code(Black,Red,Black,Blue)", 4
"Code(Green,Black,Blue,Red)", 4
"Code(Green,Blue,Red,White)", 4
"Code(Black,Yellow,Blue,White)", 4
"Code(Red,Black,Black,Red)", 5
"Code(Green,Yellow,Black,Blue)", 5
"Code(Green,White,Black,Red)", 4
"Code(White,Yellow,Red,Yellow)", 5
"Code(Red,Red,Red,Blue)", 5
"Code(Black,Blue,Yellow,Yellow)", 5
"Code(Yellow,Blue,Black,Green)", 5
"Code(Yellow,Red,Black,Black)", 5
"Code(White,Blue,Black,White)", 3
"Code(Green,White,Yellow,White)", 4
"Code(Green,Blue,White,Black)", 5
"Code(Yellow,Blue,Black,White)", 4
"Code(Black,Black,Blue,Green)", 4
"Code(White,White,Red,White)", 5
"Code(Black,White,Yellow,Green)", 6
"Code(Blue,Red,Green,White)", 4
"Code(Red,Green,Black,Yellow)", 5
"Code(Red,White,Yellow,White)", 4
"Code(Red,Black,Black,Blue)", 5
"Code(Green,Red,Yellow,Blue)", 4
"Code(Green,Yellow,Red,Black)", 5
"Code(Blue,Yellow,Blue,White)", 5
"Code(White,Blue,White,White)", 5
"Code(Blue,Black,Blue,White)", 4
"Code(Blue,Red,Green,Green)", 5
"Code(Yellow,Yellow,White,Red)", 4
"Code(Red,Green,Green,Green)", 4
"Code(Black,White,Green,Yellow)", 7
"Code(Blue,Black,Red,Blue)", 5
"Code(Black,Yellow,Blue,Blue)", 4
"Code(White,White,Blue,Red)", 5
"Code(White,Red,Blue,White)", 3
"Code(Black,Red,Blue,Red)", 6
"Code(Red,Blue,Blue,Blue)", 5
"Code(Red,Yellow,White,Black)", 4
"Code(Black,Red,Red,Blue)", 4
"Code(Red,Red,Yellow,Green)", 6
"Code(Blue,White,Yellow,White)", 5
"Code(Yellow,Yellow,Red,Blue)", 5
"Code(Yellow,White,Yellow,Blue)", 4
"Code(Green,Green,Blue,Black)", 4
"Code(Red,Blue,Green,Blue)", 5
"Code(Blue,Red,Red,White)", 5
"Code(White,Green,Blue,Red)", 5
"Code(Red,Yellow,Black,Blue)", 5
"Code(Green,Blue,Blue,Blue)", 4
"Code(White,Red,White,Blue)", 5
"Code(Red,Black,Blue,Blue)", 4
"Code(Black,Black,Red,White)", 3
"Code(Red,Black,Black,White)", 4
"Code(Yellow,Black,Yellow,Yellow)", 4
"Code(Blue,Green,Green,Blue)", 5
"Code(Red,Green,Yellow,Red)", 5
"Code(White,Black,Green,Green)", 5
"Code(Green,Black,White,White)", 3
"Code(Green,Yellow,Blue,Blue)", 4
"Code(Red,White,Blue,Red)", 5
"Code(Red,Black,Yellow,Blue)", 4
"Code(Blue,Blue,Blue,Green)", 4
"Code(Yellow,Red,White,Yellow)", 5
"Code(Blue,Blue,Blue,White)", 3
"Code(White,Yellow,White,Yellow)", 4
"Code(Blue,Yellow,Yellow,White)", 5
"Code(Black,Red,Yellow,Black)", 5
"Code(Black,Red,Yellow,Blue)", 4
"Code(Blue,Green,Blue,White)", 5
"Code(Blue,White,Yellow,Blue)", 5
"Code(White,Yellow,Blue,Green)", 4
"Code(Yellow,White,Red,Blue)", 4
"Code(Black,Red,Green,Green)", 5
"Code(White,Red,Yellow,White)", 5
"Code(Red,Green,Black,White)", 6
"Code(Blue,Yellow,Green,Yellow)", 4
"Code(Blue,Yellow,Red,Red)", 5
"Code(Green,Blue,Yellow,Red)", 6
"Code(Black,Black,Green,Blue)", 4
"Code(Blue,Blue,White,Black)", 5
"Code(Blue,Red,Black,Black)", 5
"Code(Green,Black,Red,Green)", 5
"Code(Yellow,White,Yellow,Black)", 5
"Code(Yellow,Blue,Red,White)", 4
"Code(Yellow,Yellow,Green,Green)", 3
"Code(White,Blue,Green,Green)", 5
"Code(Blue,Yellow,Red,Green)", 4
"Code(Yellow,Red,Blue,Black)", 5
"Code(Yellow,White,Black,White)", 4
"Code(Black,Green,Blue,Yellow)", 4
"Code(Blue,Red,White,Black)", 3
"Code(Red,Green,Black,Black)", 4
"Code(Blue,Black,Yellow,Red)", 5
"Code(Yellow,Yellow,Yellow,Green)", 5
"Code(Green,Black,Red,White)", 4
"Code(Yellow,Red,White,Red)", 4
"Code(White,Green,Yellow,White)", 5
"Code(Blue,White,Red,White)", 5
"Code(Black,Yellow,Yellow,Black)", 5
"Code(Black,Green,Blue,White)", 4
"Code(Black,White,White,Yellow)", 4
"Code(White,Green,Yellow,Yellow)", 5
"Code(Blue,Green,Red,Red)", 4
"Code(White,Red,Green,Yellow)", 4
"Code(Blue,Blue,Black,Green)", 5
"Code(Red,Red,White,Red)", 4
"Code(White,Blue,Green,White)", 6
"Code(White,Green,White,Green)", 4
"Code(Yellow,Blue,White,Black)", 4
"Code(White,Yellow,Blue,Black)", 4
"Code(White,White,Green,Blue)", 5
"Code(White,Black,Blue,Green)", 3
"Code(Yellow,White,Black,Red)", 5
"Code(Blue,White,Green,Black)", 4
"Code(Blue,Green,Yellow,Green)", 5
"Code(Blue,Green,Blue,Black)", 5
"Code(Black,White,Black,Yellow)", 5
"Code(Black,Yellow,Yellow,White)", 3
"Code(Yellow,Yellow,Yellow,Black)", 4
"Code(Red,Yellow,Blue,White)", 5
"Code(Red,Red,Blue,Blue)", 5
"Code(Green,Blue,Green,Red)", 5
"Code(Green,Red,Yellow,White)", 4
"Code(Red,Blue,Blue,Black)", 4
"Code(Yellow,White,White,Green)", 4
"Code(Black,Red,White,Yellow)", 5
"Code(Blue,Blue,Red,Green)", 6
"Code(Green,Black,Blue,Yellow)", 5
"Code(Green,Yellow,Black,Green)", 5
"Code(Black,Red,White,Blue)", 4
"Code(Black,Black,Green,Black)", 5
"Code(White,Yellow,Blue,Red)", 5
"Code(Red,White,Yellow,Blue)", 5
"Code(White,Green,Red,Yellow)", 5
"Code(Black,Red,Yellow,Yellow)", 5
"Code(White,Blue,Yellow,Blue)", 5
"Code(White,Black,Blue,White)", 3
"Code(Black,White,Blue,Blue)", 4
"Code(Green,Green,White,Green)", 4
"Code(Green,Green,Blue,Blue)", 5
"Code(Red,Red,White,Blue)", 4
"Code(Red,Green,Yellow,White)", 5
"Code(Black,Yellow,Green,White)", 4
"Code(Yellow,Blue,Yellow,Red)", 5
"Code(White,Blue,Blue,Blue)", 5
"Code(Blue,Blue,Green,Yellow)", 4
"Code(Yellow,Black,Red,Blue)", 5
"Code(Black,Blue,Blue,Green)", 5
"Code(Black,Red,White,Black)", 4
"Code(Yellow,White,Red,Green)", 4
"Code(Green,Blue,Black,Green)", 5
"Code(Blue,Red,Red,Green)", 4
"Code(Green,White,Yellow,Black)", 2
"Code(Blue,Yellow,Green,Red)", 5
"Code(Yellow,Black,Black,Red)", 6
"Code(Black,Green,Yellow,Green)", 5
"Code(Blue,Yellow,Yellow,Yellow)", 5
"Code(Yellow,Red,Blue,Yellow)", 5
"Code(Blue,Black,Green,White)", 4
"Code(Yellow,Yellow,Green,Red)", 4
"Code(Blue,Blue,Green,Black)", 5
"Code(White,Blue,White,Black)", 4
"Code(Green,Yellow,Yellow,White)", 4
"Code(Green,Yellow,Green,Black)", 6
"Code(White,White,Yellow,Black)", 5
"Code(Green,Green,Black,Black)", 5
"Code(White,Yellow,Green,Blue)", 4
"Code(Green,Yellow,Blue,Black)", 5
"Code(Red,White,Blue,Green)", 4
"Code(Black,Yellow,Yellow,Yellow)", 5
"Code(Green,Blue,Black,Yellow)", 5
"Code(Blue,Black,Blue,Red)", 4
"Code(Black,Blue,Blue,Black)", 5
"Code(Yellow,Green,White,Green)", 5
"Code(White,Green,Green,Black)", 4
"Code(Black,Black,Blue,White)", 4
"Code(Red,Green,Blue,Black)", 4
"Code(Blue,Black,Red,Black)", 5
"Code(Green,White,Green,Green)", 5
"Code(Blue,White,Black,Yellow)", 4
"Code(White,Black,Yellow,Red)", 4
"Code(Yellow,Green,Red,White)", 4
"Code(Black,Yellow,Red,Blue)", 5
"Code(Black,Blue,Yellow,Green)", 6
"Code(Red,Green,Red,White)", 5
"Code(Red,White,White,Black)", 3
"Code(Blue,Blue,Yellow,Blue)", 2
"Code(Black,Red,Green,Yellow)", 3
"Code(Red,White,Green,White)", 4
"Code(Black,Yellow,Yellow,Red)", 4
"Code(Blue,Green,Green,White)", 5
"Code(White,Green,Yellow,Black)", 4
"Code(Black,Yellow,Green,Green)", 5
"Code(Yellow,Yellow,Red,Black)", 5
"Code(Black,Black,Black,Green)", 4
"Code(Green,White,Green,Blue)", 4
"Code(Green,Black,Yellow,Yellow)", 4
"Code(Red,Green,Blue,Red)", 5
"Code(Red,Red,Green,Red)", 5
"Code(Red,Blue,White,Black)", 4
"Code(White,Black,Yellow,White)", 4
"Code(Black,Black,Blue,Yellow)", 3
"Code(Yellow,Green,White,Black)", 5
"Code(Green,Red,Green,Green)", 5
"Code(Green,Green,Yellow,Green)", 5
"Code(Green,Black,Yellow,Black)", 4
"Code(Red,White,Black,Green)", 5
"Code(Green,Blue,Red,Red)", 6
"Code(Red,Blue,White,Green)", 5
"Code(Yellow,White,Green,Red)", 4
"Code(Red,Red,Green,Blue)", 6
"Code(White,Green,Blue,Blue)", 5
"Code(White,Black,Green,White)", 4
"Code(Black,Blue,Red,White)", 5
"Code(Yellow,Red,White,Blue)", 5
"Code(White,Red,White,Green)", 5
"Code(Red,Green,Green,Red)", 5
"Code(Red,Blue,Black,Yellow)", 4
"Code(Yellow,Black,Red,Yellow)", 6
"Code(White,Red,Blue,Blue)", 5
"Code(Blue,White,Black,Green)", 5
"Code(Yellow,Black,Green,Red)", 4
"Code(Red,Yellow,Blue,Red)", 4
"Code(Blue,Yellow,White,Green)", 5
"Code(White,White,Blue,Black)", 5
"Code(Blue,Blue,Red,White)", 4
"Code(White,Yellow,Black,Black)", 3
"Code(Blue,Blue,Black,Blue)", 5
"Code(Black,Yellow,White,Black)", 5
"Code(Black,Red,Red,Green)", 5
"Code(Red,Black,Red,White)", 5
"Code(Blue,Yellow,Green,White)", 5
"Code(Green,Yellow,Black,White)", 5
"Code(Blue,White,Green,Green)", 5
"Code(Yellow,Green,Green,Red)", 5
"Code(White,Red,Yellow,Red)", 4
"Code(Yellow,Yellow,Black,Red)", 5
"Code(Green,Black,White,Blue)", 4
"Code(Yellow,White,Blue,Black)", 4
"Code(Red,Green,White,Black)", 6
"Code(Red,Red,Blue,Green)", 5
"Code(White,White,Red,Yellow)", 5
"Code(Red,Yellow,Green,Black)", 5
"Code(Black,Green,Green,White)", 5
"Code(Green,Yellow,White,White)", 3
"Code(Yellow,Yellow,Black,Blue)", 5
"Code(Red,White,Green,Green)", 5
"Code(Red,Red,Black,Red)", 3
"Code(Red,Black,Blue,White)", 5
"Code(Blue,Yellow,Black,Blue)", 5
"Code(Blue,Green,Red,Blue)", 4
"Code(Red,White,Red,Red)", 4
"Code(White,Green,Yellow,Red)", 4
"Code(White,Blue,Blue,Green)", 5
"Code(Black,Blue,Black,Blue)", 5
"Code(White,Red,Yellow,Green)", 4
"Code(Blue,Black,Red,Red)", 5
"Code(Yellow,Blue,Green,White)", 4
"Code(Black,Blue,Black,Green)", 5
"Code(White,Yellow,Green,Yellow)", 5
"Code(Black,Red,Blue,Blue)", 5
"Code(Green,Green,Red,Red)", 6
"Code(Black,Blue,Red,Green)", 6
"Code(White,White,Black,Red)", 5
"Code(Blue,Red,Green,Black)", 5
"Code(Blue,Red,White,Yellow)", 4
"Code(Yellow,Blue,Blue,Yellow)", 5
"Code(Black,White,Black,Green)", 6
"Code(Red,Yellow,Red,Blue)", 5
"Code(Green,Black,Yellow,Blue)", 5
"Code(Blue,Black,White,Red)", 4
"Code(Blue,White,White,Black)", 4
"Code(Yellow,White,White,Blue)", 6
